utimesec    238.981845
stimesec    0.099995
ru_maxrss   420088
ru_ixrss    0
ru_idrss    0
ru_isrss    0
ru_minflt   103901
ru_majflt   8
ru_nswap    0
ru_inblock  1464
ru_oublock  12464
ru_msgsnd   0
ru_msgrcv   0
ru_nsignals 0
ru_nvcsw    9
ru_nivcsw   1114
